id,name,nameShortened
223643,"Pelaajat.com Nordic Masters Spring 2023: Icelandic Qualifier","Pelaajat.com Nordic "
304225,"DPC EEU 2023 Tour 1: Open Qualifier #1","DPC EEU 2023 Tour 1:"
304274,"DPC CN 2023 Tour 1: Open Qualifier #1","DPC CN 2023 Tour 1: "
304359,"DPC SA 2023 Tour 1: Open Qualifier #1","DPC SA 2023 Tour 1: "
304576,"DPC SEA 2023 Tour 1: Open Qualifier #1","DPC SEA 2023 Tour 1:"
304577,"DPC WEU 2023 Tour 1: Open Qualifier #1","DPC WEU 2023 Tour 1:"
305707,"DPC NA 2023 Tour 1: Open Qualifier #1","DPC NA 2023 Tour 1: "
306820,"DPC EEU 2023 Tour 1: Open Qualifier #2","DPC EEU 2023 Tour 1:"
306821,"DPC CN 2023 Tour 1: Open Qualifier #2","DPC CN 2023 Tour 1: "
306822,"DPC SA 2023 Tour 1: Open Qualifier #2","DPC SA 2023 Tour 1: "
306823,"DPC SEA 2023 Tour 1: Open Qualifier #2","DPC SEA 2023 Tour 1:"
307050,"DPC WEU 2023 Tour 1: Open Qualifier #2","DPC WEU 2023 Tour 1:"
307052,"DPC NA 2023 Tour 1: Open Qualifier #2","DPC NA 2023 Tour 1: "
307058,"DPC EEU 2023 Tour 1: Open Qualifier #3","DPC EEU 2023 Tour 1:"
307059,"DPC CN 2023 Tour 1: Open Qualifier #3","DPC CN 2023 Tour 1: "
307060,"DPC SA 2023 Tour 1: Open Qualifier #3","DPC SA 2023 Tour 1: "
307061,"DPC SEA 2023 Tour 1: Open Qualifier #3","DPC SEA 2023 Tour 1:"
307065,"DPC WEU 2023 Tour 1: Open Qualifier #3","DPC WEU 2023 Tour 1:"
307066,"DPC NA 2023 Tour 1: Open Qualifier #3","DPC NA 2023 Tour 1: "
307067,"DPC CN 2023 Tour 1: Open Qualifier #4","DPC CN 2023 Tour 1: "
307072,"DPC EEU 2023 Tour 1: Open Qualifier #4","DPC EEU 2023 Tour 1:"
307073,"DPC SA 2023 Tour 1: Open Qualifier #4","DPC SA 2023 Tour 1: "
307074,"DPC SEA 2023 Tour 1: Open Qualifier #4","DPC SEA 2023 Tour 1:"
307075,"DPC WEU 2023 Tour 1: Open Qualifier #4","DPC WEU 2023 Tour 1:"
307076,"ESL Impact Katowice 2023: European Open Qualifier #1","ESL Impact Katowice "
307167,"DPC NA 2023 Tour 1: Open Qualifier #4","DPC NA 2023 Tour 1: "
309627,"DPC CN 2023 Tour 1: Closed Qualifier","DPC CN 2023 Tour 1: "
312162,"Contest Pro League 2022/2023 Season 1 Division 2","Contest Pro League 2"
312175,"Contest Pro League 2022/2023 Season 1 Division 1","Contest Pro League 2"
315409,"ESL Impact Katowice 2023: South American Closed Qualifier","ESL Impact Katowice "
315422,"ESL Impact Katowice 2023: North American Closed Qualifier","ESL Impact Katowice "
315815,"ESL Impact Katowice 2023: European Open Qualifier #2","ESL Impact Katowice "
316123,"DPC SA 2023 Tour 1: Closed Qualifier #1","DPC SA 23 T1 CQ#1"
316125,"DPC SEA 2023 Tour 1: Closed Qualifier","DPC SEA 2023 Tour 1:"
316126,"DPC SA 2023 Tour 1: Closed Qualifier","DPC SA 2023 Tour 1: "
316127,"DPC WEU 2023 Tour 1: Closed Qualifier","DPC WEU 2023 Tour 1:"
316128,"DPC EEU 2023 Tour 1: Closed Qualifier","DPC EEU 2023 Tour 1:"
316129,"DPC NA 2023 Tour 1: Closed Qualifier","DPC NA 2023 Tour 1: "
316139,"1xBet GOAT League 2023","1xBet GOAT League 20"
316140,"EPL Winter Holidays 2022-2023","EPL Winter Holidays "
316141,"DPC CN 2023 Tour 1: Division I","DPC CN 2023 Tour 1: "
316144,"Mansion Invitational 2023","Mansion Invitational"
316145,"M88 Mansion Invitational 2023","M88 Mansion Invitati"
316146,"DPC EEU 2023 Tour 1: Division I","DPC EEU 2023 Tour 1:"
316148,"A1 Gaming League 2023","A1 Gaming League 2023"
316149,"DPC SEA 2023 Tour 1: Division I","DPC SEA 2023 Tour 1:"
316153,"DPC WEU 2023 Tour 1: Division I","DPC WEU 2023 Tour 1:"
316155,"DPC NA 2023 Tour 1: Division I","DPC NA 2023 Tour 1: "
316160,"DPC SA 2023 Tour 1: Division I","DPC SA 2023 Tour 1: "
319904,"OMEN WGR Challenge 2023: Closed Qualifier","OMEN WGR Challenge 2"
319916,"ESL Impact Cash Cup: Europe - Winter 2023 #1","ESL Impact Cash Cup:"
319917,"ESEA Cash Cup: Europe - Winter 2023 #1","ESEA Cash Cup: Europ"
319919,"ESL Impact Cash Cup: South America - Winter 2023 #1","ESL Impact Cash Cup:"
319924,"Elisa Invitational Winter 2023","Elisa Invitational W"
319931,"BLAST Premier: Spring Groups 2023","BLAST Premier: Sprin"
319939,"Lunar New Year 2023","Lunar New Year 2023"
319957,"OMEN WGR Challenge 2023","OMEN WGR Challenge 2"
319964,"ESEA Cash Cup: North America - Winter 2023 #1","ESEA Cash Cup: North"
319966,"Intel Extreme Masters Spring 2023: Asian Open Qualifier #1","Intel Extreme Master"
319982,"Intel Extreme Masters Spring 2023: Asian Open Qualifier #2","Intel Extreme Master"
319990,"Intel Extreme Masters Spring 2023: Asian Qualifier","Intel Extreme Master"
319994,"Intel Extreme Masters Brazil 2023: North American Open Qualifier #1","Intel Extreme Master"
319995,"Intel Extreme Masters Brazil 2023: South American Open Qualifier #1","Intel Extreme Master"
319998,"Intel Extreme Masters Spring 2023: European Open Qualifier #1","Intel Extreme Master"
320000,"DPC EEU 2023 Tour 1: Division II","DPC EEU 2023 Tour 1:"
320001,"DPC SA 2023 Tour 1: Division II","DPC SA 2023 Tour 1: "
320002,"RUR Frost Cup 2023","RUR Frost Cup 2023"
320003,"ESEA Cash Cup: North America - Winter 2023 #2","ESEA Cash Cup: North"
320004,"DPC SEA 2023 Tour 1: Division II","DPC SEA 2023 Tour 1:"
320005,"ESEA Cash Cup: Europe - Winter 2023 #2","ESEA Cash Cup: Europ"
320006,"ESL Impact Cash Cup: Europe - Winter 2023 #2","ESL Impact Cash Cup:"
320007,"Intel Extreme Masters Katowice 2023","Intel Extreme Master"
320009,"DPC WEU 2023 Tour 1: Division II","DPC WEU 2023 Tour 1:"
320011,"DPC NA 2023 Tour 1: Division II","DPC NA 2023 Tour 1: "
320017,"Intel Extreme Masters Spring 2023: European Open Qualifier #2","Intel Extreme Master"
320021,"Esports Battles February 2023","Esports Battles February 2023"
320024,"DPC CN 2023 Tour 1: Division II","DPC CN 2023 Tour 1: "
320031,"Wandercon 2023","Wandercon 2023"
320035,"ESL Impact Cash Cup: Europe - Winter 2023 #3","ESL Impact Cash Cup:"
320036,"ESEA Cash Cup: Europe - Winter 2023 #3","ESEA Cash Cup: Europ"
320041,"ESL Impact Katowice 2023","ESL Impact Katowice "
320042,"Intel Extreme Masters Spring 2023: European Closed Qualifier","Intel Extreme Master"
320051,"Liga Streamerów Showdown 2023","Liga Streamerów Sho"
320053,"Intel Extreme Masters Spring 2023: South American Open Qualifier #2","Intel Extreme Master"
320054,"Intel Extreme Masters Spring 2023: North American Open Qualifier #2","Intel Extreme Master"
320057,"BLAST.tv Paris Major 2023: European RMR Open Qualifier #1","BLAST.tv Paris Major"
320059,"IeSF World Championship 2023 Turkmenistan Qualifier","IeSF World Champions"
320060,"Intel Extreme Masters Spring 2023: South American Qualifier","Intel Extreme Master"
320061,"Intel Extreme Masters Spring 2023: North American Qualifier","Intel Extreme Master"
320062,"BLAST.tv Paris Major 2023: North American RMR Open Qualifier #1","BLAST.tv Paris Major"
320063,"BLAST.tv Paris Major 2023: South American RMR Open Qualifier #1","BLAST.tv Paris Major"
320065,"BLAST.tv Paris Major 2023: European RMR Open Qualifier #2","BLAST.tv Paris Major"
320066,"BLAST.tv Paris Major 2023: Oceanic RMR Open Qualifier","BLAST.tv Paris Major"
320069,"BLAST.tv Paris Major 2023: North American RMR Open Qualifier #2","BLAST.tv Paris Major"
320070,"BLAST.tv Paris Major 2023: Chinese RMR Open Qualifier","BLAST.tv Paris Major"
320071,"BLAST.tv Paris Major 2023: European RMR Qualifier A","BLAST.tv Paris Major"
320072,"BLAST.tv Paris Major 2023: European RMR Qualifier B","BLAST.tv Paris Major"
320073,"BLAST.tv Paris Major 2023: Oceanic RMR Qualifier","BLAST.tv Paris Major"
320075,"BLAST.tv Paris Major 2023: South American RMR Open Qualifier #2","BLAST.tv Paris Major"
320076,"BLAST.tv Paris Major 2023: North American RMR Qualifier","BLAST.tv Paris Major"
320079,"RedZone PRO League 2023: Season 1","RedZone PRO League 2"
321669,"BLAST.tv Paris Major 2023: European Qualifier Decider","BLAST.tv Paris Major"
321670,"ESEA Cash Cup: Europe - Winter 2023 #4","ESEA Cash Cup: Europ"
321672,"ESEA Cash Cup: North America - Winter 2023 #3","ESEA Cash Cup: North"
321677,"Lima Major 2023","Lima Major 2023"
321683,"TG Masters: Spring 2023","TG Masters: Spring 2"
321684,"Pelaajat.com Series Showoff: Spring 2023","Pelaajat.com Series "
321691,"5E Arena Asia Cup 2023","5E Arena Asia Cup 20"
321694,"BLAST.tv Paris Major 2023: Middle Eastern RMR Qualifier","BLAST.tv Paris Major"
321705,"ESL Challenger Melbourne 2023: European Open Qualifier","ESL Challenger Melbo"
321710,"ESL Challenger Melbourne 2023: Asian Open Qualifier","ESL Challenger Melbo"
321714,"Bergen Games 2023","Bergen Games 2023"
321715,"RES Western European Masters: Spring 2023","RES Western European"
321717," Esports Battles March 2023 CSGO","Esports Battles March 2023 "
321719,"Intel Extreme Masters Dallas 2023: North American Open Qualifier #1","Intel Extreme Master"
321721,"ESL Challenger Melbourne 2023: Asian Qualifier","ESL Challenger Melbo"
321726,"Esports Battles March 2023 DOTA","Esports Battles March 2023"
321729,"Intel Extreme Masters Dallas 2023: North American Open Qualifier #2","Intel Extreme Master"
321731,"CoA eSports Open 2023","CoA eSports Open 202"
321735,"Intel Extreme Masters Dallas 2023: North American Qualifier","Intel Extreme Master"
321742,"Gamers Club Liga Série A: February 2023","Gamers Club February 2023"
321743,"FiReLEAGUE Academy 2023","FiReLEAGUE Academy 2"
321745,"ESL Challenger Melbourne 2023: European Qualifier","ESL Challenger Melbo"
321748,"Ace North American Masters: Spring 2023","Ace North American M"
321755,"RES Eastern European Masters: Spring 2023","RES Eastern European"
321764,"DPC SA 2023 Tour 2: Open Qualifier #1","DPC SA 2023 Tour 2: "
321766,"DPC SEA 2023 Tour 2: Open Qualifier #1","DPC SEA 2023 Tour 2:"
321769,"DPC EEU 2023 Tour 2: Division I","DPC EEU 2023 Tour 2:"
321772,"DPC SA 2023 Tour 2: Division I","DPC SA 2023 Tour 2: "
321777,"DPC SEA 2023 Tour 2: Division I","DPC SEA 2023 Tour 2:"
321779,"DPC EEU 2023 Tour 2: Open Qualifier #1","DPC EEU 2023 Tour 2:"
321780,"DPC WEU 2023 Tour 2: Division I","DPC WEU 2023 Tour 2:"
321783,"DPC WEU 2023 Tour 2: Open Qualifier #1","DPC WEU 2023 Tour 2:"
321785,"DPC NA 2023 Tour 2: Division I","DPC NA 2023 Tour 2: "
321787,"DPC SA 2023 Tour 2: Open Qualifier #2","DPC SA 2023 Tour 2: "
321788,"DPC NA 2023 Tour 2: Open Qualifier #1","DPC NA 2023 Tour 2: "
321790,"DPC CN 2023 Tour 2: Division I","DPC CN 2023 Tour 2: "
321803,"FRAG Spring Battle Cup 2023","FRAG Spring Battle C"
321804,"Pelaajat.com Series: Spring 2023","Pelaajat.com Series:"
321805,"DPC SEA 2023 Tour 2: Open Qualifier #2","DPC SEA 2023 Tour 2:"
321806,"DPC EEU 2023 Tour 2: Open Qualifier #2","DPC EEU 2023 Tour 2:"
321807,"DPC CN 2023 Tour 2: Open Qualifier #1","DPC CN 2023 Tour 2: "
321809,"DPC WEU 2023 Tour 2: Open Qualifier #2","DPC WEU 2023 Tour 2:"
321814,"DPC SA 2023 Tour 2: Open Qualifier #3","DPC SA 2023 Tour 2: "
321815,"DPC NA 2023 Tour 2: Open Qualifier #2","DPC NA 2023 Tour 2: "
321824,"DPC CN 2023 Tour 2: Open Qualifier #2","DPC CN 2023 Tour 2: "
321825,"DPC SEA 2023 Tour 2: Open Qualifier #3","DPC SEA 2023 Tour 2:"
321826,"DPC EEU 2023 Tour 2: Open Qualifier #3","DPC EEU 2023 Tour 2:"
321827,"DPC WEU 2023 Tour 2: Open Qualifier #3","DPC WEU 2023 Tour 2:"
321829,"DPC SA 2023 Tour 2: Open Qualifier #4","DPC SA 2023 Tour 2: "
321830,"DPC NA 2023 Tour 2: Open Qualifier #3","DPC NA 2023 Tour 2: "
321831,"Pelaajat.com Nordic Masters Spring 2023","Pelaajat.com Nordic "
321832,"ESL Challenger Melbourne 2023: Oceanic Open Qualifier","ESL Challenger Melbo"
321833,"GIRLGAMER World Finals Bahrain 2023","GIRLGAMER World Finals 2023"
321837,"DPC WEU 2023 Tour 2: Closed Qualifier","DPC WEU 2023 Tour 2:"
321838,"DPC EEU 2023 Tour 2: Closed Qualifier","DPC EEU 2023 Tour 2:"
321840,"DPC SA 2023 Tour 2: Closed Qualifier","DPC SA 2023 Tour 2: "
321842,"DPC NA 2023 Tour 2: Closed Qualifier","DPC NA 2023 Tour 2: "
321843,"Intel Extreme Masters Dallas 2023: South American Open Qualifier #1","Intel Extreme Master"
321844,"DPC CN 2023 Tour 2: Closed Qualifier","DPC CN 2023 Tour 2: "
321845,"Tipsport Cup Prague Spring 2023","TC Prague Spring 2023"
321848,"Elisa Invitational Spring 2023","Elisa Invitational S"
321851,"ESL Challenger Melbourne 2023: Oceanic Qualifier","ESL Challenger Melbo"
321853,"IESF World Esports Championship 2023: Danish Qualifier","IESF World Esports C"
321857,"DPC SEA 2023 Tour 2: Closed Qualifier","DPC SEA 2023 Tour 2:"
321869,"ESL Challenger Melbourne 2023: North American Open Qualifier","ESL Challenger Melbo"
321871,"PGE Dywizja Mistrzowska Split 1 2023","PGE DM Split 1 2023"
321874,"Intel Extreme Masters Dallas 2023: Oceanic Open Qualifier #1","Intel Extreme Master"
321885,"Intel Extreme Masters Dallas 2023: Oceanic Open Qualifier #2","Intel Extreme Master"
321895,"Intel Extreme Masters Dallas 2023: Oceanic Qualifier","Intel Extreme Master"
321901,"BrisVegas Autumn 2023","BrisVegas Autumn 202"
321902,"IESF World Esports Championship 2023: Hong Kong Qualifier","IESF World Esports C"
321904,"ESL Impact Cash Cup: North America - Winter 2023 #6","ESL Impact Cash Cup:"
321905,"ESL Impact Cash Cup: Europe - Winter 2023 #6","ESL Impact Cash Cup:"
321906,"BLAST Premier: Spring European Showdown 2023","BLAST Premier: Sprin"
321908,"Gamers Club Liga Série A: March 2023","(Gamers Club LSA M2023)"
321909,"BLAST Premier: Spring American Showdown 2023","BLAST Premier: Sprin"
321911,"Intel Extreme Masters Dallas 2023: South American Open Qualifier #2","Intel Extreme Master"
321913,"ESL Challenger Melbourne 2023: North American Qualifier","ESL Challenger Melbo"
321917,"Intel Extreme Masters Dallas 2023: European Open Qualifier #2","Intel Extreme Master"
321920,"LouvardGame 2023","LouvardGame 2023"
321922,"IeSF World Championship 2023 Israel Qualifier","IeSF World Champions"
321923,"ESEA Cash Cup Circuit 2023: North American Cup #3","ESEA Cash Cup Circui"
321924,"UKIC Invitational Spring 2023","UKIC Invitational Sp"
321925,"Intel Extreme Masters Dallas 2023: European Qualifier","Intel Extreme Master"
321926,"Esports Battles April 2023 CSGO","Esports Battles April 2023"
321927,"Esports Battles April 2023 DOTA","Esports Battles April 2023"
321928,"DPC CN 2023 Tour 2: Division II","DPC CN 2023 Tour 2: "
321929,"DPC EEU 2023 Tour 2: Division II","DPC EEU 2023 Tour 2:"
321931,"DPC SA 2023 Tour 2: Division II","DPC SA 2023 Tour 2: "
321934,"DPC SEA 2023 Tour 2: Division II","DPC SEA 2023 Tour 2:"
321935,"DPC WEU 2023 Tour 2: Division II","DPC WEU 2023 Tour 2:"
321936,"DPC NA 2023 Tour 2: Division II","DPC NA 2023 Tour 2: "
321938,"BLAST.tv Paris Major 2023: European RMR A","BLAST.tv Paris Major"
321941,"BLAST.tv Paris Major 2023: American RMR","BLAST.tv Paris Major"
321949,"Gamergy Argentina 2023","Gamergy Argentina 20"
321952,"BLAST.tv Paris Major 2023: European RMR B","BLAST.tv Paris Major"
321958,"Y-Games PRO Series 2023","Y-Games PRO Series 2023"
321961,"Polska Liga Esportowa 2023: Split #1","Polska Liga Esportow"
321966,"Intel Extreme Masters Dallas 2023: South American Qualifier","Intel Extreme Master"
321968,"ESL Challenger Katowice 2023: North American Open Qualifier","ESL Challenger Katow"
321971,"ESL Challenger Katowice 2023: North American Qualifier","ESL Challenger Katow"
321974,"BLAST.tv Paris Major 2023: European RMR Decider","BLAST.tv Paris Major"
321975,"Intel Extreme Masters Rio 2023","Intel Extreme Master"
321979,"Contest Pro League 2022/2023 Season 2 Division 1","Contest Pro League 2"
321980,"Contest Pro League 2022/2023 Season 2 Division 2","Contest Pro League 2"
321983,"Gamers Club Liga Série A: April 2023 Playoffs","Gamers Club April 2023 "
321987,"RedZone PRO League 2023: Season 2","RedZone PRO League 2"
321995,"ESL Challenger Katowice 2023: South African Open Qualifier","ESL Challenger Katow"
322004,"ESL One Berlin Major 2023","ESL One Berlin Major"
322005,"ESL Impact Cash Cup: Europe - Spring 2023 #2","ESL Impact Cash Cup:"
322006,"ESEA Cash Cup: Europe - Spring 2023 #3","ESEA Cash Cup: Europ"
322010,"ESL Challenger Katowice 2023: South African Qualifier","ESL Challenger Katow"
322014,"ESL Challenger at DreamHack Melbourne 2023","ESL Challenger at Dr"
322017,"Gamers Without Borders 2023 Female","Gamers Without Borde"
322026,"ESEA Cash Cup Circuit 2023: North American Cup #5","ESEA Cash Cup Circui"
322029," Esports Battles May 2023 CSGO"," Esports Battles May 2023 "
322031," Esports Battles May 2023 DOTA"," Esports Battles May 2023 "
322037,"ESL Challenger Katowice 2023: South American Qualifier","ESL Challenger Katow"
322038,"ESL Challenger Katowice 2023: European Open Qualifier","ESL Challenger Katow"
322040,"Tipsport Cup Bratislava 2023","Tipsport Cup Bratislava 2023"
322042,"BLAST.tv Paris Major 2023","BLAST.tv Paris Major"
322047,"ESL Impact Cash Cup: Europe - Spring 2023 #3","ESL Impact Cash Cup:"
322049,"ESEA Cash Cup Circuit 2023: North American Cup #6","ESEA Cash Cup Circui"
322050,"ESL Impact Cash Cup: South America - Spring 2023 #3","ESL Impact Cash Cup:"
322051,"ESEA Cash Cup: South Africa - Spring 2023 #4","ESEA Cash Cup: South"
322052,"ESL Impact Cash Cup: North America - Spring 2023 #3","ESL Impact Cash Cup:"
322053,"kleverr Kauss Spring 2023","kleverr Kauss Spring"
322056,"Telialigaen Spring 2023","Telialigaen Spring 2"
322060,"DPC EEU 2023 Tour 3: Division I","DPC EEU 2023 Tour 3:"
322061,"DPC SA 2023 Tour 3: Division I","DPC SA 2023 Tour 3: "
322062,"DPC SA 2023 Tour 3: Open Qualifier #1","DPC SA 2023 Tour 3: "
322063,"DPC SEA 2023 Tour 3: Division I","DPC SEA 2023 Tour 3:"
322064,"DPC SEA 2023 Tour 3: Open Qualifier #1","DPC SEA 2023 Tour 3:"
322065,"DPC WEU 2023 Tour 3: Division I","DPC WEU 2023 Tour 3:"
322066,"DPC EEU 2023 Tour 3: Open Qualifier #1","DPC EEU 2023 Tour 3:"
322068,"DPC WEU 2023 Tour 3: Open Qualifier #1","DPC WEU 2023 Tour 3:"
322069,"DPC NA 2023 Tour 3: Division I","DPC NA 2023 Tour 3: "
322070,"DPC NA 2023 Tour 3: Open Qualifier #1","DPC NA 2023 Tour 3: "
322071,"DPC CN 2023 Tour 3: Division I","DPC CN 2023 Tour 3: "
322073,"DPC SA 2023 Tour 3: Open Qualifier #2","DPC SA 2023 Tour 3: "
322074,"DPC CN 2023 Tour 3: Open Qualifier #1","DPC CN 2023 Tour 3: "
322075,"DPC SEA 2023 Tour 3: Open Qualifier #2","DPC SEA 2023 Tour 3:"
322078,"DPC EEU 2023 Tour 3: Open Qualifier #2","DPC EEU 2023 Tour 3:"
322080,"DPC WEU 2023 Tour 3: Open Qualifier #2","DPC WEU 2023 Tour 3:"
322082,"DPC NA 2023 Tour 3: Open Qualifier #2","DPC NA 2023 Tour 3: "
322083,"DPC CN 2023 Tour 3: Closed Qualifier","DPC CN 2023 Tour 3: "
322085,"DPC SA 2023 Tour 3: Open Qualifier #3","DPC SA 2023 Tour 3: "
322086,"DPC SEA 2023 Tour 3: Open Qualifier #3","DPC SEA 2023 Tour 3:"
322087,"DPC EEU 2023 Tour 3: Open Qualifier #3","DPC EEU 2023 Tour 3:"
322088,"Svenska Elitserien Spring 2023","Svenska Elitserien Spring 2023"
322089,"DPC WEU 2023 Tour 3: Open Qualifier #3","DPC WEU 2023 Tour 3:"
322091,"Gamers8 2023: North American Qualifier","Gamers8 2023: North "
